,count_eventos,recencia,duracao,frequencia
95,0.0960656529085204,0.30952380952380953,0.59,0.3709677419354839
96,0.09558291093410573,0.05952380952380952,0.4,0.11290322580645161
97,0.09534153994689838,0.023809523809523808,0.48,0.2903225806451613
98,0.09522085445329471,0.0,0.8300000000000001,0.25806451612903225
99,0.09485879797248371,0.0,0.77,0.7580645161290323
100,0.09401399951725803,0.16666666666666666,0.71,0.12903225806451613
101,0.09280714458122134,0.0,0.43,0.3709677419354839
102,0.09196234612599566,0.023809523809523808,0.81,0.3225806451612903
103,0.09196234612599566,0.023809523809523808,0.89,0.22580645161290325
104,0.09147960415158099,0.5119047619047619,0.55,0.45161290322580644
105,0.09087617668356264,0.3333333333333333,0.35000000000000003,0.27419354838709675
106,0.09087617668356264,0.8571428571428571,0.09,0.08064516129032258
107,0.09075549118995897,0.14285714285714285,0.72,0.532258064516129
108,0.0906348056963553,0.38095238095238093,0.5,0.14516129032258063
109,0.09039343470914797,0.17857142857142855,0.77,0.22580645161290325
110,0.0902727492155443,0.5476190476190476,0.18,0.1935483870967742
111,0.0902727492155443,0.0,0.77,0.2096774193548387
112,0.09003137822833696,0.5238095238095237,0.46,0.2096774193548387
113,0.0890658942795076,0.5119047619047619,0.27,0.0967741935483871
114,0.08785903934347092,0.0,0.84,0.6935483870967742
115,0.08749698286265992,0.6666666666666666,0.42,0.27419354838709675
116,0.08604875693941588,0.6547619047619048,0.15,0.08064516129032258
117,0.08544532947139755,0.13095238095238093,0.54,0.08064516129032258
118,0.08532464397779388,0.22619047619047616,0.49,0.3548387096774194
119,0.08520395848419021,0.07142857142857142,0.65,0.43548387096774194
120,0.08508327299058653,0.3333333333333333,0.5,0.33870967741935487
121,0.08496258749698286,0.0,0.72,0.16129032258064518
122,0.08363504706734251,0.25,0.5700000000000001,0.1935483870967742
123,0.08327299058653151,0.011904761904761904,0.74,0.6290322580645161
124,0.08315230509292784,0.8095238095238095,0.02,0.03225806451612903
125,0.0829109341057205,0.5119047619047619,0.29,0.11290322580645161
126,0.08279024861211683,0.42857142857142855,0.64,0.2096774193548387
127,0.08266956311851316,0.07142857142857142,0.73,0.3709677419354839
128,0.08122133719526914,0.011904761904761904,0.71,0.467741935483871
129,0.08097996620806179,0.09523809523809523,0.73,0.14516129032258063
130,0.0794110547912141,0.0,0.68,0.33870967741935487
131,0.07929036929761044,0.16666666666666666,0.84,0.27419354838709675
132,0.07868694182959209,0.3333333333333333,0.43,0.3064516129032258
133,0.0774800868935554,0.8095238095238095,0.0,0.016129032258064516
134,0.07687665942553705,0.6666666666666666,0.23,0.1774193548387097
135,0.07687665942553705,0.5833333333333333,0.06,0.04838709677419355
136,0.07663528843832972,0.0,0.65,0.5
137,0.07579048998310403,0.23809523809523808,0.67,0.06451612903225806
138,0.07579048998310403,0.011904761904761904,0.9400000000000001,0.016129032258064516
139,0.07542843350229303,0.6785714285714285,0.39,0.0967741935483871
140,0.07506637702148203,0.10714285714285714,0.6,0.22580645161290325
141,0.07470432054067101,0.7261904761904762,0.06,0.06451612903225806
142,0.07446294955346368,0.75,0.01,0.04838709677419355
143,0.07422157856625634,0.05952380952380952,0.93,0.6774193548387096
144,0.07422157856625634,0.8095238095238095,0.29,0.2903225806451613
145,0.07385952208544533,0.05952380952380952,0.74,0.5483870967741935
146,0.07301472363021966,0.05952380952380952,0.59,0.08064516129032258
147,0.07289403813661598,0.75,0.06,0.06451612903225806
148,0.07289403813661598,0.7261904761904762,0.03,0.03225806451612903
149,0.07277335264301231,0.0,0.76,0.41935483870967744
150,0.07277335264301231,0.34523809523809523,0.61,0.11290322580645161
151,0.07241129616220131,0.16666666666666666,0.14,0.04838709677419355
152,0.07229061066859764,0.07142857142857142,0.8300000000000001,0.5483870967741935
153,0.07216992517499397,0.23809523809523808,0.78,0.22580645161290325
154,0.07168718320057929,0.05952380952380952,0.85,0.7096774193548387
155,0.07168718320057929,0.3333333333333333,0.58,0.25806451612903225
156,0.07120444122616462,0.6071428571428571,0.14,0.12903225806451613
157,0.07108375573256095,0.6071428571428571,0.1,0.04838709677419355
158,0.07096307023895729,0.7261904761904762,0.13,0.04838709677419355
159,0.07060101375814627,0.0,0.93,0.7419354838709677
160,0.07060101375814627,0.07142857142857142,0.87,0.16129032258064518
161,0.07060101375814627,0.9047619047619047,0.05,0.03225806451612903
162,0.06903210234129858,0.6904761904761905,0.39,0.33870967741935487
163,0.06842867487328023,0.6904761904761905,0.42,0.2096774193548387
164,0.0681873038860729,0.15476190476190477,0.41000000000000003,0.11290322580645161
165,0.0678252474052619,0.34523809523809523,0.41000000000000003,0.16129032258064518
166,0.0678252474052619,0.75,0.01,0.016129032258064516
167,0.06770456191165822,0.7261904761904762,0.01,0.016129032258064516
168,0.06746319092445088,0.75,0.37,0.1774193548387097
169,0.06710113444363988,0.0,0.97,0.967741935483871
170,0.06710113444363988,0.023809523809523808,0.84,0.25806451612903225
171,0.06698044895003621,0.023809523809523808,0.6900000000000001,0.5967741935483871
172,0.06685976345643255,0.41666666666666663,0.63,0.24193548387096775
173,0.06649770697562153,0.6785714285714285,0.28,0.2096774193548387
174,0.06649770697562153,0.14285714285714285,0.62,0.2903225806451613
175,0.0662563359884142,0.7261904761904762,0.02,0.016129032258064516
176,0.06601496500120686,0.47619047619047616,0.27,0.22580645161290325
177,0.0658942795076032,0.10714285714285714,0.35000000000000003,0.0967741935483871
178,0.06541153753318851,0.3333333333333333,0.56,0.27419354838709675
179,0.06517016654598118,0.023809523809523808,0.97,0.4838709677419355
180,0.06504948105237751,0.5595238095238095,0.13,0.04838709677419355
181,0.06480811006517018,0.7142857142857142,0.02,0.0
182,0.06456673907796283,0.0,0.85,0.6935483870967742
183,0.06444605358435916,0.9047619047619047,0.09,0.11290322580645161
184,0.06420468259715183,0.6785714285714285,0.04,0.03225806451612903
185,0.06335988414192614,0.44047619047619047,0.55,0.25806451612903225
186,0.06323919864832248,0.05952380952380952,0.64,0.5161290322580645
187,0.06311851315471881,0.0,0.71,0.16129032258064518
188,0.06287714216751147,0.5238095238095237,0.34,0.06451612903225806
189,0.06287714216751147,0.44047619047619047,0.47000000000000003,0.16129032258064518
190,0.0627564566739078,0.0,0.91,0.1935483870967742
191,0.06251508568670046,0.6904761904761905,0.33,0.12903225806451613
192,0.06167028723147478,0.011904761904761904,0.68,0.7096774193548387
193,0.06142891624426745,0.07142857142857142,0.59,0.16129032258064518
194,0.061187545257060105,0.0,0.93,0.3870967741935484
195,0.06094617426985277,0.011904761904761904,0.4,0.11290322580645161
196,0.0608254887762491,0.6666666666666666,0.19,0.14516129032258063
197,0.06058411778904176,0.023809523809523808,0.8,0.24193548387096775
198,0.05998069032102342,0.03571428571428571,0.81,0.33870967741935487
199,0.05998069032102342,0.0,0.6900000000000001,0.7258064516129032
200,0.059860004827419745,0.23809523809523808,0.08,0.03225806451612903
201,0.059860004827419745,0.10714285714285714,0.6,0.14516129032258063
202,0.059860004827419745,0.8095238095238095,0.17,0.12903225806451613
203,0.059497948346608744,0.05952380952380952,0.58,0.2903225806451613
204,0.059497948346608744,0.0,0.64,0.1774193548387097
205,0.059377262853005076,0.011904761904761904,0.81,0.12903225806451613
206,0.0588945208785904,0.011904761904761904,0.79,0.2096774193548387
207,0.0588945208785904,0.5833333333333333,0.49,0.24193548387096775
208,0.058773835384986726,0.011904761904761904,0.21,0.11290322580645161
209,0.058773835384986726,0.7619047619047619,0.03,0.016129032258064516
210,0.05865314989138306,0.08333333333333333,0.91,0.8225806451612903
211,0.05853246439777939,0.011904761904761904,0.76,0.14516129032258063
212,0.058411778904175725,0.6071428571428571,0.11,0.016129032258064516
213,0.058411778904175725,0.6190476190476191,0.0,0.016129032258064516
214,0.05829109341057205,0.7619047619047619,0.1,0.0967741935483871
215,0.058170407916968384,0.8571428571428571,0.07,0.04838709677419355
216,0.058170407916968384,0.10714285714285714,0.87,0.2096774193548387
217,0.058049722423364716,0.0,0.78,0.14516129032258063
218,0.058049722423364716,0.011904761904761904,0.76,0.24193548387096775
219,0.057808351436157375,0.13095238095238093,0.62,0.0967741935483871
220,0.05720492396813903,0.10714285714285714,0.8300000000000001,0.24193548387096775
221,0.056722181993724356,0.3333333333333333,0.55,0.1774193548387097
222,0.056722181993724356,0.7261904761904762,0.0,0.0
223,0.056722181993724356,0.26190476190476186,0.75,0.1774193548387097
224,0.05660149650012069,0.19047619047619047,0.68,0.3870967741935484
225,0.05648081100651702,0.19047619047619047,0.73,0.25806451612903225
226,0.05648081100651702,0.17857142857142855,0.8200000000000001,0.14516129032258063
227,0.056360125512913355,0.0,0.18,0.04838709677419355
228,0.05623944001930968,0.5952380952380952,0.18,0.016129032258064516
229,0.05623944001930968,0.26190476190476186,0.42,0.2903225806451613
230,0.05611875452570601,0.75,0.08,0.03225806451612903
231,0.05611875452570601,0.42857142857142855,0.41000000000000003,0.22580645161290325
232,0.05587738353849868,0.6071428571428571,0.12,0.12903225806451613
233,0.055756698044895005,0.5833333333333333,0.38,0.03225806451612903
234,0.05563601255129134,0.14285714285714285,0.61,0.0967741935483871
235,0.05551532705768767,0.9285714285714285,0.05,0.03225806451612903
236,0.05551532705768767,0.19047619047619047,0.81,0.3225806451612903
237,0.055394641564084,0.0,0.97,0.12903225806451613
238,0.05491189958966933,0.3571428571428571,0.34,0.12903225806451613
239,0.05479121409606566,0.5,0.5700000000000001,0.06451612903225806
240,0.05479121409606566,0.9166666666666666,0.23,0.24193548387096775
241,0.054308472121650984,0.47619047619047616,0.26,0.03225806451612903
242,0.05406710113444364,0.15476190476190477,0.58,0.12903225806451613
243,0.05334298817282163,0.2738095238095238,0.7000000000000001,0.0967741935483871
244,0.05322230267921796,0.8214285714285714,0.02,0.03225806451612903
245,0.05286024619840696,0.08333333333333333,0.64,0.0967741935483871
246,0.05286024619840696,0.15476190476190477,0.78,0.27419354838709675
247,0.052618875211199616,0.0,0.99,0.8709677419354839
248,0.052618875211199616,0.44047619047619047,0.51,0.12903225806451613
249,0.052618875211199616,0.2738095238095238,0.34,0.25806451612903225
250,0.05249818971759595,0.5595238095238095,0.17,0.0967741935483871
251,0.05237750422399228,0.5,0.47000000000000003,0.16129032258064518
252,0.052256818730388614,0.0,0.8300000000000001,0.22580645161290325
253,0.05213613323678494,0.0,0.78,0.14516129032258063
254,0.051894762249577606,0.75,0.06,0.06451612903225806
255,0.05177407675597394,0.023809523809523808,0.8200000000000001,0.2903225806451613
256,0.0515327057687666,0.4880952380952381,0.41000000000000003,0.08064516129032258
257,0.05129133478155926,0.34523809523809523,0.5700000000000001,0.14516129032258063
258,0.05104996379435192,0.07142857142857142,0.93,0.22580645161290325
259,0.05104996379435192,0.0,0.64,0.3548387096774194
260,0.05080859280714459,0.6904761904761905,0.2,0.1774193548387097
261,0.05068790731354091,0.26190476190476186,0.5,0.11290322580645161
262,0.050567221819937246,0.0,0.96,0.3870967741935484
263,0.05044653632633358,0.6071428571428571,0.12,0.04838709677419355
264,0.05032585083272991,0.5833333333333333,0.05,0.04838709677419355
265,0.05008447984552257,0.0,0.78,0.1935483870967742
266,0.05008447984552257,0.41666666666666663,0.26,0.0967741935483871
267,0.04923968139029689,0.3571428571428571,0.13,0.0967741935483871
268,0.04911899589669322,0.011904761904761904,0.18,0.06451612903225806
269,0.04911899589669322,0.19047619047619047,0.03,0.03225806451612903
270,0.048877624909485884,0.0,0.71,0.7096774193548387
271,0.04875693941588222,0.8095238095238095,0.01,0.016129032258064516
272,0.04875693941588222,0.023809523809523808,0.9500000000000001,0.04838709677419355
273,0.048515568428674875,0.5952380952380952,0.34,0.2096774193548387
274,0.048515568428674875,0.3333333333333333,0.71,0.24193548387096775
275,0.0480328264542602,0.19047619047619047,0.34,0.14516129032258063
276,0.0480328264542602,0.3571428571428571,0.44,0.08064516129032258
277,0.047791455467052865,0.5714285714285714,0.15,0.11290322580645161
278,0.0476707699734492,0.0,0.9400000000000001,0.6451612903225806
279,0.0476707699734492,0.7142857142857142,0.08,0.03225806451612903
280,0.04718802799903452,0.14285714285714285,0.59,0.3225806451612903
281,0.04718802799903452,0.05952380952380952,0.75,0.12903225806451613
282,0.04718802799903452,0.6547619047619048,0.09,0.03225806451612903
283,0.04694665701182718,0.0,1.0,0.7741935483870968
284,0.04694665701182718,0.4880952380952381,0.28,0.25806451612903225
285,0.046705286024619846,0.9285714285714285,0.0,0.0
286,0.046463915037412505,0.05952380952380952,0.25,0.11290322580645161
287,0.046463915037412505,0.75,0.36,0.06451612903225806
288,0.04634322954380884,0.6904761904761905,0.02,0.03225806451612903
289,0.04622254405020517,0.42857142857142855,0.56,0.04838709677419355
290,0.046101858556601504,0.023809523809523808,0.98,0.4032258064516129
291,0.04598117306299783,0.3571428571428571,0.34,0.3064516129032258
292,0.04598117306299783,0.20238095238095238,0.81,0.08064516129032258
293,0.04586048756939416,0.6904761904761905,0.33,0.08064516129032258
294,0.045739802075790495,0.3214285714285714,0.55,0.16129032258064518
295,0.045739802075790495,0.05952380952380952,0.25,0.0967741935483871
296,0.04561911658218683,0.5357142857142857,0.19,0.06451612903225806
297,0.045377745594979486,0.3571428571428571,0.48,0.12903225806451613
298,0.045377745594979486,0.023809523809523808,0.26,0.06451612903225806
299,0.04525706010137582,0.10714285714285714,0.53,0.0967741935483871
300,0.04513637460777215,0.23809523809523808,0.48,0.08064516129032258
301,0.04513637460777215,0.0,0.89,0.5161290322580645
302,0.04501568911416848,0.0,0.78,0.0967741935483871
303,0.04489500362056481,0.15476190476190477,0.55,0.22580645161290325
304,0.044653632633357476,0.011904761904761904,0.99,0.4838709677419355
305,0.044653632633357476,0.47619047619047616,0.18,0.16129032258064518
306,0.044653632633357476,0.023809523809523808,0.32,0.06451612903225806
307,0.044412261646150135,0.2738095238095238,0.68,0.25806451612903225
308,0.04429157615254647,0.75,0.02,0.03225806451612903
309,0.04429157615254647,0.16666666666666666,0.06,0.04838709677419355
310,0.0441708906589428,0.8928571428571428,0.17,0.0967741935483871
311,0.0441708906589428,0.0,0.64,0.4838709677419355
312,0.04392951967173546,0.5357142857142857,0.22,0.06451612903225806
313,0.04392951967173546,0.19047619047619047,0.7000000000000001,0.3064516129032258
314,0.04392951967173546,0.10714285714285714,0.8200000000000001,0.33870967741935487
315,0.04356746319092446,0.5714285714285714,0.41000000000000003,0.3064516129032258
316,0.04344677769732078,0.47619047619047616,0.49,0.12903225806451613
317,0.043326092203717116,0.30952380952380953,0.59,0.4032258064516129
318,0.043326092203717116,0.023809523809523808,0.49,0.24193548387096775
319,0.043326092203717116,0.23809523809523808,0.55,0.25806451612903225
320,0.04320540671011345,0.0,0.71,0.3709677419354839
321,0.04308472121650978,0.05952380952380952,0.56,0.08064516129032258
322,0.04296403572290611,0.14285714285714285,0.78,0.25806451612903225
323,0.04296403572290611,0.6428571428571428,0.11,0.06451612903225806
324,0.04284335022930244,0.5952380952380952,0.42,0.08064516129032258
325,0.04248129374849143,0.16666666666666666,0.56,0.0967741935483871
326,0.042360608254887765,0.7261904761904762,0.06,0.04838709677419355
327,0.04211923726768043,0.0,0.6900000000000001,0.14516129032258063
328,0.041998551774076756,0.6785714285714285,0.08,0.04838709677419355
329,0.04187786628047309,0.25,0.42,0.08064516129032258
330,0.04187786628047309,0.22619047619047616,0.72,0.45161290322580644
331,0.04175718078686942,0.10714285714285714,0.41000000000000003,0.3870967741935484
332,0.041636495293265754,0.988095238095238,0.02,0.016129032258064516
333,0.041636495293265754,0.0,0.75,0.3548387096774194
334,0.04139512430605841,0.023809523809523808,0.61,0.25806451612903225
335,0.041274438812454746,0.023809523809523808,0.84,0.6935483870967742
336,0.041274438812454746,0.16666666666666666,0.77,0.24193548387096775
337,0.04115375331885108,0.09523809523809523,0.92,0.3870967741935484
338,0.04103306782524741,0.0,0.71,0.24193548387096775
339,0.04091238233164374,0.6547619047619048,0.0,0.0
340,0.0406710113444364,0.0,0.6900000000000001,0.43548387096774194
341,0.0406710113444364,0.08333333333333333,0.9,0.5806451612903226
342,0.0406710113444364,0.0,0.6900000000000001,0.3064516129032258
343,0.0406710113444364,0.30952380952380953,0.42,0.25806451612903225
344,0.04042964035722906,0.011904761904761904,0.75,0.2096774193548387
345,0.040308954863625394,0.0,0.9,0.43548387096774194
346,0.040308954863625394,0.23809523809523808,0.5,0.11290322580645161
347,0.04018826937002173,0.023809523809523808,0.75,0.16129032258064518
348,0.04006758387641806,0.14285714285714285,0.65,0.3870967741935484
349,0.039946898382814386,0.0,0.19,0.1774193548387097
350,0.039946898382814386,0.3571428571428571,0.44,0.14516129032258063
351,0.03970552739560705,0.25,0.77,0.03225806451612903
352,0.03970552739560705,0.3571428571428571,0.45,0.12903225806451613
353,0.03970552739560705,0.3333333333333333,0.54,0.12903225806451613
354,0.039584841902003384,0.19047619047619047,0.76,0.22580645161290325
355,0.03946415640839972,0.10714285714285714,0.54,0.12903225806451613
356,0.03934347091479604,0.6547619047619048,0.08,0.04838709677419355
357,0.03910209992758871,0.5119047619047619,0.21,0.12903225806451613
358,0.03910209992758871,0.023809523809523808,0.98,0.6451612903225806
359,0.03898141443398504,0.738095238095238,0.07,0.0967741935483871
360,0.03898141443398504,0.5833333333333333,0.18,0.04838709677419355
361,0.03898141443398504,0.41666666666666663,0.55,0.1774193548387097
362,0.03898141443398504,0.7261904761904762,0.02,0.016129032258064516
363,0.03886072894038137,0.011904761904761904,0.8200000000000001,0.1935483870967742
364,0.0387400434467777,0.05952380952380952,0.21,0.08064516129032258
365,0.03861935795317403,0.9166666666666666,0.1,0.08064516129032258
366,0.03861935795317403,0.07142857142857142,0.79,0.11290322580645161
367,0.03837798696596669,0.5833333333333333,0.14,0.08064516129032258
368,0.03837798696596669,0.0,0.86,0.1774193548387097
369,0.03801593048515569,0.7738095238095237,0.0,0.0
370,0.03801593048515569,0.16666666666666666,0.49,0.1774193548387097
371,0.03801593048515569,0.0,0.78,0.22580645161290325
372,0.037895244991552016,0.10714285714285714,0.37,0.16129032258064518
373,0.037895244991552016,0.0,0.89,0.5
374,0.037895244991552016,0.75,0.0,0.0
375,0.03777455949794835,0.23809523809523808,0.0,0.0
376,0.03777455949794835,0.2738095238095238,0.75,0.03225806451612903
377,0.03765387400434468,0.42857142857142855,0.43,0.08064516129032258
378,0.03765387400434468,0.6904761904761905,0.28,0.016129032258064516
379,0.037533188510741014,0.5119047619047619,0.26,0.06451612903225806
380,0.03741250301713734,0.047619047619047616,0.72,0.24193548387096775
381,0.03741250301713734,0.011904761904761904,0.98,0.24193548387096775
382,0.03741250301713734,0.41666666666666663,0.44,0.16129032258064518
383,0.03741250301713734,0.7619047619047619,0.0,0.0
384,0.03741250301713734,0.44047619047619047,0.03,0.016129032258064516
385,0.03729181752353367,0.6071428571428571,0.32,0.22580645161290325
386,0.037171132029930005,0.7619047619047619,0.0,0.0
387,0.03705044653632634,0.3333333333333333,0.54,0.6290322580645161
388,0.03705044653632634,0.011904761904761904,0.11,0.04838709677419355
389,0.036809075549119,0.4880952380952381,0.3,0.06451612903225806
390,0.036809075549119,0.16666666666666666,0.79,0.0967741935483871
391,0.036809075549119,0.09523809523809523,0.8200000000000001,0.1774193548387097
392,0.03668839005551533,0.6666666666666666,0.07,0.08064516129032258
393,0.03668839005551533,0.15476190476190477,0.84,0.43548387096774194
394,0.03668839005551533,0.3214285714285714,0.55,0.11290322580645161
395,0.036447019068307995,0.7976190476190476,0.06,0.0967741935483871
396,0.036447019068307995,0.0,0.85,0.27419354838709675
397,0.03632633357470432,0.26190476190476186,0.48,0.16129032258064518
398,0.03596427709389332,0.6666666666666666,0.12,0.06451612903225806
399,0.035843591600289645,0.75,0.22,0.03225806451612903
400,0.035843591600289645,0.6190476190476191,0.02,0.016129032258064516
401,0.03572290610668598,0.6785714285714285,0.06,0.04838709677419355
402,0.03560222061308231,0.9047619047619047,0.05,0.04838709677419355
403,0.0352401641322713,0.6904761904761905,0.07,0.03225806451612903
404,0.0352401641322713,0.07142857142857142,0.66,0.0967741935483871
405,0.035119478638667635,0.023809523809523808,0.99,0.6451612903225806
406,0.03499879314506397,0.8333333333333333,0.08,0.03225806451612903
407,0.03475742215785663,0.40476190476190477,0.14,0.06451612903225806
408,0.03475742215785663,0.42857142857142855,0.54,0.27419354838709675
409,0.03475742215785663,0.8214285714285714,0.03,0.04838709677419355
410,0.03475742215785663,0.26190476190476186,0.41000000000000003,0.3225806451612903
411,0.03463673666425296,0.011904761904761904,0.81,0.3870967741935484
412,0.03463673666425296,0.39285714285714285,0.62,0.06451612903225806
413,0.03463673666425296,0.0,0.79,0.467741935483871
414,0.034395365677045625,0.26190476190476186,0.55,0.4032258064516129
415,0.03427468018344195,0.75,0.3,0.03225806451612903
416,0.03427468018344195,0.09523809523809523,0.63,0.3870967741935484
417,0.034153994689838284,0.07142857142857142,0.64,0.14516129032258063
418,0.034153994689838284,0.7738095238095237,0.06,0.016129032258064516
419,0.034153994689838284,0.2738095238095238,0.18,0.1774193548387097
420,0.03403330919623462,0.023809523809523808,0.48,0.2096774193548387
421,0.03403330919623462,0.6666666666666666,0.09,0.016129032258064516
422,0.03403330919623462,0.14285714285714285,0.21,0.16129032258064518
423,0.03367125271542361,0.6785714285714285,0.07,0.06451612903225806
424,0.03367125271542361,0.07142857142857142,0.5700000000000001,0.1774193548387097
425,0.03355056722181994,0.0,0.63,0.3548387096774194
426,0.03355056722181994,0.9761904761904762,0.01,0.016129032258064516
427,0.033429881728216274,0.07142857142857142,0.06,0.04838709677419355
428,0.033429881728216274,0.05952380952380952,0.25,0.0967741935483871
429,0.033429881728216274,0.988095238095238,0.0,0.0
